Constant   Base   Exp.   Coeff.    Minimum Log10(P)      Index   String                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
pi         11     -1/2   27/73     -2.3145756776962747   6       0.23281A7776A17326835022A263811829A3969011939969968272A9069372A47533428A24969816436046A59753200454A90561074195401719424A1129854181A088340AAA71289085394719506A9930712119A66880652465282672386568187420402A6AA5321733AA016A532156A030928A65A711310891331A937354552605A97388858A38204866296531A8440A6227206803402A3994971AAA1478514143522460A8495A47631030210A08183945396653269486653446A777479A37186216006A5303761070AA9A937A11873518127043A1733840A8223250641882529907543052A0472513755531796A7A84144899AA01999089037688971A3939921221828945AAA7290760712A4A630154A2042A83343071190511936972733404006A920A8431092A61436806A63326A57AA6316196525840182242373202026743A176097A633A174453675925620030738AA6A698A9964240A2650903A087958919759700AA382315432037A927869289A5A07779918610115432791963405582A53510413091A377821A3817946685821323A036942A459892A4A58767105779606A1811289259100617984993A52970023A461A603A67610481928549993A023516738A1428156509770786572212196719344654A863403240727A121956A2932106022224869951908511580709725519
pi         11     -1/2   73/46     -2.0827853703164503   0       0.99378112706133245A7161460931504162779945646762071657995217173528935A486573669375A1206982510718A76274AA19298217500730A632624657130362489454A5A825747399539400280916019A90625777479148A6A0360528789542A621892698840A386134279A4AA0620519534579665A821674949A33A60014839A1909785A60924009953429AA01106A9AA822526A95005289A719483572AA867745A65026A854580A33874623395AA0111086224714A302368929A44292525306AA91574291262A90A451268383378836144A4968911548988A85057A1A01639263778A24875799620160974382818A312343673806728318177A140427252207793790A15145815016610749628906275267800642385446062762731A629699062651643A801A57AA1A7A64A514A737494492191539173354515836802386104394A3187A8A8AAA8230988182A7692A9570826A338319456791109160349419718771794435A53A16174314212A40048A127313458688977298945176A3624A698754599230067437429A52A815A39863516934A43397214052A152240224920456177A6A5A6A7588290552130723895856958748186A2A6784986870246588A4740211551869987564864886776765A3A818A291278662953794943397A54545334767791812238A6A472981728958
pi         11     -1/2   46/65     -2.0827853703164503   0       0.4434828A912821014214A287185147075AA25539AA618A932594673AA169903625A850399673168485497A3087369882329A54A9673858AAA447A099219A64852696A498481558A418A76362A28827A95143A1980371A00875303458477272A12AA60A1A16840146215349279016601490556349652317724774785752770700266992A217873256219190A483375013A7825867125A596600A5296680043740800099112933740735A952565A5866594307811273882103877332667465797823644307079064140500AA537A19978A11A99564737298018126843613A78427997A6081A043976A260287927A87263408A9A7818A63331202039A584493763818358354737870559784781788003A74A04402764729A786069689013A16A759829322404A29613421A4449997313519425AAA1276708031637725856AAA805320146893AA44803A385A74067172A16711A52771738906425935869A13354A786618AA7A5414545A5A007A394823A64A85505471598818A3A8241953473A79A404313946194A43A341548A8236A3853683393294A634931646200A32515325611322230788592799856746459211A76709904235943949A25A206511406183248A14466A02A8436639037A9A303308464020039A41590258862153168A6950724553137328832573A88A1A6AA26931A9691906
pi         11     -1/2   65/19     -1.8864253018273913   18      1.A25AA135816A949A14222A7791981969414712091AA678525A18522A234843A1476A6545A87884A45A80AA121384815121A0117612619375735714A3727837AA59911850A6099360703351569692AA3560384A563A5A894243206425260888331A94366A682542633471943460330A8A554481A5695626641187279A4972075A884886007959019A6968779475A4942802159734556857A1546268448824087375262A689A41210488901024779553A2050399387833566A824A2500A0529885A071823178337712661259882A569A9537A185470195182184827A961020A7A5968AAA71A89815A177420389815255304917A941166284958096A60684A9621316895566206426908854892741A94710876A5955849966520834778637109253302636486802217793364604A487611229507704943A392037103A9484A7843034378305033851724301280898577413245301929711488129912A3A236705A9346A504723002A5A295A718670465172137A1A017726853A03022004A9594A57911A272379A49041A30553772056A6A568AA1747870230039836685A2995907758A34691A672109A580745505962A34976374A670667734A38A72475095A4AAA0661218706406385829A280A97772670526105AA66A2075667110340955314466AA334272802613370824731A1108321574215
pi         11     -1/2   19/68     -1.083008152057994    1387    0.1809030184A19238698A3538315470A530337070144AA801A97738A653854613A93A4499245274A41701A91A213642622020207991A455053A015A79779165A1900686A05061031352740987591201439095624793A91358427074691093523070896A0A0A975A0521730649189294572482A538645214077A6A6A0A0084A9A7894A3979A48431235745065132578AA3328100A3216255903771048AA18598A689246890A6333279964A069800251382837211788632771A41A2865751099A1858450341716AAA1A4A56607059608082201709846873951648799100955261619464345927134654849731012806982531801599297596351A124657314A518A07950960382A08783938A8414522142622444890187294448AA58A24926A97447741503867888734A7894334977059135191198528864443A193422299A6880180A213430A44703115149634064AAA687347A63399AA7465237828479A147591A952456176A1671A4772A2997329A990715355A588921A2921094494A0707104703066671270A5446580540301A1462612787421703270093957A06A954264A079164A3385395A5509AA567A11165A2149053029353219829886880937166458095070521042A81483A95468825701811912763A03602265A011A444985837094679476076A8162A5269606726412207985638
pi         11     -1/2   68/49     -3.3331516402756685   904     0.86813004692990736033A29251474153426841389A56652471157477459A307A6182748A50667399897409866677975528997053162705165572883959778467A7315264A9343944131696318728064566766226007A10A6253902684A8A14357610A38752183053191A0A1698859850092A50958431917547214939469578974841840979138407899292571802745181555426192469031516929A9623399682259290A4470968064A6151177280376503996791155797352801469049A985A8732A4085797A88A142A36044A8046662468A171249761844A441A82A76573A8A47A78667880498684266102A6332480A600678A3345AA794A3A48A74328A2900343910512A496A844977A60A7496A38A782928AA431488567616537829065785123043A786928AA20234776197180208A19AA138694980A533A826884A257847850084503368424A5735413A2647289292A91425512440837362237279AA896A8548549A202463283442355A7432823764303721A983314869763657A1A221194751961638083641573650A11A16982A521A0465A81397691203837365146627272431097435A8A218593142029887823754A04936000005A733513A0473A6863242AA2222220A62160943841568A0165507373782A752357706259374573684459706939072A115000241A6541968A147AA
pi         11     -1/2   49/79     -2.2680011406056315   86      0.3938527A131A553A25A4468529388799596380475582489620020847714312000674751A58854A77119A93666655112111361072290219482163677197544674396930737435AA11874A6A8763837546956A7756636199293509827262242A206744A69980981287A316765077AA7319477118676718A08247313971A672957709967309328A22657968606530334716355A06918538872A9317A422396218483981356341A07A0335917189472263733417627526475656363652411700504209920194395762A519702494121178834A006AA84117923542279A426380035573704445376880256130A04488A5190583581472646399035360871427A62698993322020A11478A235349473329604235761A4481A0664759991267052467308596472104A33A9A9395511A412A8957394357609A6683257858515A396801A2839776061062169A78874A1823945A8A921759165607642115394A45398A7323787665095797122563326195A875692958331317761839A0A0890662358347478065A218149497527133012702A7951998998380205904172947A544997821758461482A41129058447906726726061685099454A1A194158372AA71AA8856560295279458456968188359875239778779A740678316901A1558A6836624753044991A4550905581A9683A77A3766272558AA1
pi         11     -1/2   79/30     -1.496930547763167    520     1.538513909704A2406615838306264A10943114510A704730201234AAA0263258137480052387277A47386A6A204587882076019065756A40A544565264113634958A8327331A1953817283923360185775792992997A63414A558A9468321453A34880305937351660378625730131361684617673440065584362352995A81351A875A00109621237506393647478482318975139A32311396209816167613A26A1679760A371A0A884A711473A835099A20A26A349262A57743658A29A039A785AA5052760313067969433619A2A76669862758485435283899038750246921957812354201045A968920413A4AA74443AA68509542985175821551419950719182A2800009096A89885796542A346A61A818852A109A240962452724A661811812117A69443519636030A633441637943444829593705033473125311174551527513121380599172577481305211550401670A00365A32A0AA85982230033232917525AA37A286647037439555269809231245098112361AA7477543416238405814779522A288567552325672938559006607A9378311756876344877AA4623211360379A5566611519183A4A00140775540A6784910456285111893A090177129A309752958923780A80915047A3A9279640517A4921010074217877387102847813A106565883359497A18934919067
pi         11     -1/2   30/71     -2.1396352390327267   1288    0.26932A4012769068776638A1A43588893015A2719669273380890675272578834087365506448181A13212722571635772421240244A72455A1536509478725858368513711A8862596750685558A938516277807A922282028A3A173432048A65A0A5166548A328211532630064877A5AA2379614688A633A006915A203234A01185512A9114002589692A913A67794380420054668690283866703A248420436720025523266939345AA3198980381391A650770724006947A64501994560366A15008245905A2797111080A77951787130814815611A9816512AA9638131A294718691979424444A665583698A05373558A42240356A397312141A290360A87A27A4A7387655156095360471957755219660875A13822249412102919807774643A171902842256302033A192AA4132391636735A587508545294447942591785146306348451AA9A826A23AA53297114186A18877306A630830522A1889166A4791804A17A8740736705A147081A49230687711A85948473267517A5A8901505277721362477082154039302307970A57192056355356A06088A425A5743454AA01180675326382439034A5714A83615159249861A6705638884661116A316A8A411874891573492652590916625A1655179959230A66035360A86A73313570868AA752626992485985A2A9525865A2896
pi         11     -1/2   71/41     -1.512270499459641    3       0.A82446A9AA718A651475A2998602341AA9979630A295A2A089602803955A829559258664581499A85048248220359A89361885807221247623055860782829216135A39641502233A015A6308AA31175A9437A7290654A31A7309A511672A5A4085243039030427044531382320700A85115700A99960608121687A56711A621254261376535097006AA2A16984072007903A5A1A1801346297180118387816779091A7620146240A223507948545792189894174829469A3A67194330049165A13A24750A3980286456720795A481A33242054223407080542873A899404025465276A5838636293833A1593049439A0063452902A9939436049661499202674A5098A4A51A42A6640034012295A44A1064A277321A01251870A766AA30364232A8A474484A5623A704A70AA4A502607653780A0A30380165113205A9631661837547140380A614239806A611221605177414363A04729A97A6653539A2135209717804398928800772652861A7896112498854979281387902914691A08442A1659575A92232904360828082041412A376A263689819297857A6108724AAA29327098282072375AA903627977128A549396A6483A222771452923A5AA959827670069560774493891583166A3900571121A510016AA7A43A949295887240499660788044981A145626A77496A53653A94291
pi         11     -1/2   41/52     -1.801958760740756    1       0.4990A23A76460921996771346A2A67A95A62143245541312A399219591768A9067293AA09957371A8A93662845723296229723450A041AA8A6A70323213895549027A1618171A0774A52383831A11A63349306A3A9172334321248A9368870952753A72359560A14172A9836887180892206369806381A4970334A5607081870227299331A6535274231094762972597131503147715505887110236664891968020772A80161AA144774A2318812A8942575A8221663517766246204946A6A92A4A0AAAA859A03944A89042395A3979A4480013A42199784A78348365A15244488171A66837214A02A42792553603294946897078544A772330A41507092116642088020385495171923473139928281157789451503949552A42A1A983053898874A84A1824403335A7117799374A87A40653924126741109871A493253581178109818406A42527931106103A014069652056AAA28072509738318498A4243535076456A268257076007192637740646503A907820513596A55A642779708754093549277307528A5A665782A7997846290881096A51316124764470AA496759957136739710352666532156AA1A568804041296A25228501545417813296550081317A54628A3A5A34487749AA57039389088292639897A0AA028289977A8A5910808352643136715270901982A2984669
pi         11     -1/2   47/36     -3.3331516402756685   904     0.8114309981651265417A2085151237951804A162160215539106388A5455819431096A36386A35A946242910A966A293074666989198658A68353878A8AA522A8A47570A2059114A9A6010083A4339674A87956930A9AAA299A676522719A981A80198926A3494731A446097986306049485129A4227184908A68361A8A25AA676152359550175018405667351AA17684275677971A845A74725130231035A05957850299926860118351A60A07A89A27A209923082824862657869A333553675996A62949A637809A6A8053795635A21831A4A79652308273821200550792303453A2429310512258999198800959470947733A0A07A3580390541485047A9263A90790128740A157009340508A63841685AA9350856895A853602506507275531543803121486AA52A6933994341630301043A01657980858830376A88434662094A55101117693137209A4A24327939588476A7309493076615254460A1098898692070A5347198714665936784174500252899634588230502628446045138A52802751724A03293906690603432142543580526594044732AA4347839716539680063715341118177663111672616194461090A875AA3028859915A976873AA645022222210409719AA78438435852A9108650720A24419177922855A613A8734878A0224224171508512775936764775
pi         11     -1/2   36/61     -2.338662440959031    813     0.3731A2713045269382431039111038A845508673015925923262130AA2264286326407A568447038540467901786742567643996004A139A7251A14A679243225014529518A2A6699832A5406032464A3912919906927562238262228615456309224A1207814552705A230A323718497088AAA5549994A5A04A4743497A002625454A2353498490A3022664855571063056862A18A0A70A2228635250527638397640398116A96703880142828639131231A03AAA842270464A98153A8983213101390040A96781A9913A0460A0A9764042256916558315983052271A408091345A565837918AA204A05293380480508346033584324A85AA30967191936969415802807213551690A9627594670AA884170670654246009A3476823421009A5A171492167192453387167359630794369399781796012A124A128406A43424589A499784144AA733406505317A391107A566278A292931356A55570230A6667472320519841A4A7205954558A8A2A88A13404399887378903013736A515150A4061553534008362A09003697872494A602931A36143888887771A5AA1712828A481083A7459615A75247A59A0825963A6063A314232467078756400433452832482A90210120A64332A6A42716A1223591245009187384194716779828A2809A3447A93A9313A70451A499252859213860A1
pi         11     -1/2   61/25     -1.106218885260979    118     1.416314976A8A337A97A759886900A2A1846AA60362A8676030A6881949486192080A19A2055724010658771A300237067A548473A457192470910A444A5A374553583599A351A95039034A178A55426346329004A731303855678A3795A8A2A9608A87643097308A3A0A5812417142564344434504047264289546817467083A479732857303A611730833931097381A1257253025250A7772626614655895AA01A9388956118844A13016917216298300839AA66272719779286A4A379941990A38219853014160078860686895687880A8732018880395406A6035688558A5204220350192A5711A42A847A071A918A837140881A74481086489817939678297660881A8953387829550313131A06762151888153259710A029246A7802A27716443208654391685675948415971A980A293183602362786058831600A71361065235A841238666A4678378A71890277129114034A2424896782513A63A76664AA5613A236234050866107456146676A601376542976539A90773327864961000488871276424234A630253A01421248A69941A4343A984331648115A13626957A7417AA312536A07AA3347439104912388075A2836A57403393063863A9955A31824247338673626A560903303919616A5425874737307315280360AA83A3371480A62782A5432308713084706155532141
pi         11     -1/2   25/64     -1.0924585755764185   122     0.2473752560254339301705051A6107976A0152214993370120946544686697769265477029496287114A577A81588AA2489A48071880031648A720687066631204391396958059079997A918799241808306529415674384AA1528140425044A6618084A7829A16A1385233599A3382575416179878101A55304049615663220224336902A3053A7735291648150642869484352A45A57815787A6A965539065825A52275499942A763760164A0574A0A621472243930548A7A475865433150A63A3137437310049521102021368A932367A407756004496A75355230A8047954652773473A0123045057684991024574780A9A3A360996972734A7776208A5895143944A666334A496A22213083495999A39830609872756397A86781A4709A5250654468A06A805700478A8064A799A9713919A0772351718265841446271738A262306507553087432987A897382916791A330799670801342104552511355461A15269153568A2904563141031A78AA8012660A121826330931579246134151017351498872979395690387679A414A863804119846A3A583074205AA19724552418A6639058774750270349A78A0533039A943149763150783A76A93476896745444141413859A0A288A34498122337261982A2942731585228156469A274712675989374945728438171303789886227
pi         11     -1/2   64/39     -2.787648986474918    288     0.A2033AAA496583A37546A781160991961A3A465796A519584A0884A59730855973730393A18144238073804459A88931026558774A37201645713320A1605215324357A938A8AA24268584A254984983158738AA19820451A5417482A6309AA079A49529555231933AA27970A0722A38A4A946604369957023149466A8002A023362993795A3AAA0382669767A31206733333401206A61402483A01163126134094719A4398588861583184055833A757409198335324599823414A0717A428095A068059508220863534746265922A7020798537134A3136070244999411126AA655508641190A543499053850A441135427A16136A5775879A014A0989913463395811108713971165193890953343997633058991499A418302274A50779A8A4711732A975469809321A57640554A313086435920464467A299275433226058653203930959664A27584A0002A4AA47094A7A7A4576217A85495169318905649882600A9361A1700A49548A309977A155319421A95886213A1675960848602A80470065A74057A9583309603466687160571210A233A40415159431581388013A94795227806912703325974897124336342A25513797705616630168765719683726A9158309A3277591910124591A86A25753254AA636607A539348253910300777428433114704A50659824562779541
pi         11     -1/2   39/53     -1.5881243883233749   420     0.4626374225A5684464935279813060A995318112432090227827838485158274051964678421A2254171053186A5417A97A6914954599028625040A85648668193A88897107AA61337409130946488218A8180987959420726963452A01646435635732367A552560309220587AA0A5AA2A968161205455852AAA380920424810433A15A4A25516327060280064770A062045A8730649041494A5351681331312801A757256A9283492759569A6356090390511A8344A4694565529533603709273091771A0A6A5A027A92672419692551320000520234A10537A7A8A4805559212435309793548909A27008770A0A253129A338744464223995080833993A9686268091500A0A344A0A6425863AA510739293500953074076A817265665547A96858404A1898022205146A4336204934344A678071890A35253171220812889632413115509415781116624628723737545009420905250801379957A77226355168A7487368673779558A80848451974277888284A14A7518A2010133286410240828341204616205419429682A511AA7691844613206A1A29395748A757AA5083A78635373339307224187863690A1A63981A2137A5A26654A08369624620196508850552A963027272A925A7727455863670AA28048A1A72831505138710391336574A94818A822664432650A505573023
pi         11     -1/2   53/14     -2.2927550818355136   904     2.15491530A63849018301AA0A85471A8372132AA522782A3A3673207564327084069699457A68626042754316932677121398823A923357A7159927813829A39315613A2354499334928438728550323097724161557587884576546996A1A92175612A9045187372545345043572A6097437567153764A99326156019243223385A5056A35346635229A72454A61879A45339922388A468244552697718A5863667168A167771A8551821223A5937AA430696432A03943950915A1589A3A205120A935530A10539A64836270A403538A341A1945451473A4362359A1856975A244830814222873A569765735826AA186056AA980577231A51120643581228122A655A57A36682A47A2552163386435AA0A3A0882864718A65207A4476647880933A0075202879A663925727872321532021162594554007469241553A8A77577508A020A2433793AA76350828A40689653A54341A94529998288AA270842A2514091A656A90199092108616A743104A9224451258952113A2500A52307A4A2A9288977937236A7024810721A8358A10889531101948AA09775AAA6141A486326A09AA532156640A5387AA8470998595600961482462972204170A9A37754002481A6124722222198AAA3350A1A88A366781077A54136A767693412489229099776A38AA12404A577327050475A10A409597086
pi         11     -1/2   14/45     -0.9786339665605299   161     0.1A2696435A129470848438A8AA22892A5A89A77A3251132545087A21A92435448A255855393A465335817404A097A7569A993862A4732442178150846360328739562103A768541002A3078720774428988852407940051510041381932309AA8A73293A869A47527A5347514019634505186840668962AA295379771911447439A8758926799A1542152A27A9716391122029517677382908669791A4768171131583A4775441632AA161A53581A14247741660241908A5719768117278987498124536A2825A351A545270924A8579A73A383336607577A3515378655149AA77693512249A351206523860391106664614A0888502452129320434253579361574A1598A031850453017803868A8633684474A88209078856981457748A01402586A84675A348556A6A275A33A8010332766103093620475096117A51118028653987AA498A3097799A514868738511178810302225AA344172458193613127327283022270288040327058802710A06016644610787308141AA08169A269609533A21899272589638548608876784330808827922902A22A902206738A68233066060616318634A013267391233558519343514046A3540492054240234844A913396357A13549544A934576306046722332277998A16574A824A012A65259929A875053776528A456552224141213A6249
pi         11     -1/2   45/31     -1.2707790596548267   886     0.901083743237133A9A1533770441524332872796096905052205619204872137747270160059019A9428945646113684336270162841337346092820118918551755573372309A2A53026212A42A518379AA96773143157792431264781993459760A655482380578126722A16693AA14A8327187009195963751710345295A92156142A48034971A4065269581356251702727018796248459941A8981A96509405A99126AA3A4496A32297232224560637A926228706A3371A896A39413102689685612A65798070156090AA75796054443670547025074229655700932526171A6534798588A5608031A41505866A70556662AA71468A5380217A5A63A485747978841A989600A03353749075220A11A5708A16555463609740A87673A936158932058A075A002AA011253588767A326273AA7264A3418952A6877453748755641545966716152A948A6A482554705463721678611452101157A7465513605A232669198A9942674852826653388324732526051334568794A0265A14A35654024536488972AAA7A1A10933302211802A404A4447451662072247125810418586A68264240694245042897A825582378458780522A52261A498AAAA932649052023117896427A2461A79444303830524A2A96244928899986639834477611862183846387075A4311279621136602854744
pi         11     -1/2   31/48     -4.374453933750925    904     0.400A860040A630124764186A359547828702486828A4373775A6463222A24819928A80669792522944014494131260843608330700393126915325793337A27102392422A9A096A15245478A823718167419432818431506A312A5A522802961752150A146694022240407A91943036A467643475978959646858886856513678A45235595A9998814313426249A70482759043155343789A9A511800203754202976A9950523A3175A223512A9888797219A8595964334652967993A90172924228596560663974A5417543080465431305782160A849421585542338A3A319A8A482AA3A474059A0149568591918704447A4456A46A02474776833844019A2044081518315314A5794440791A8A11112A40963AA2A88280592058005143392A43A56647815818353A5288A7817A271611566A52782912074885A45078157798882A12AA4298365AA6733482359551668503A308A622692A8359A0905AA6A9182454161926AAA3542198528435A4A661A73622100A29488563366082A92A93904023380947928057126379A43A591205858830A655033A98818127A4945335A9AA576657A9683A4AA24AA40848AA09827806824821085671896008523A1833A41241AA8777777713988319320A30AA0633452963288267A1582471011997822A56A12600732940821961186A81386994A8709
pi         11     -1/2   48/17     -1.418660041819654    4       1.65832210552005184892A367335644AA513612A709773059753A61459A9A792208984A74000975A54A7681905884345359A5A4A32AA8A6438284018490445955075720A6415AA43503277290280A5375093479540900120375945565104A8689A76356A477527082792A014295A86574092558928644751981560AAA2496493485197446818A30725891945A835029860A944373377A2679843415927811714913485067A80A16054268AA5737526029A103362A617355A4174035071173A5AA96862583A3246211A78545354334575936161499030836908533856004A682502584847541985310782123297A2300A0188669221355530372659A2885433615670736198A633A43364A919323A007507A3A7466300A9984119786678929865405702875A5325A2511322A359A6A62467698A44045A333996078778A86A0375081923416320756362730006913306020157872A18726606A45658937533A9577389996A72A99936A468653261A45478832288585A24A452667AA557509A5A35AA866077597044776511A79A96A7A9103977545A1564A4898265126AA8522A7A8A27388662A7269A6867092537117029412899790A3105824994966A34505805929A011326A96380646797327391A742663569AA64464408191098AA1A220272955361051250937846051620775A29409731A23
pi         11     -1/2   17/37     -1.3422312624928348   5       0.2940300159185907955880957A3A198660138A450360AA064074611225A7134877624A080866328608699978309765261415390049A429A539180741171728730A2414882A162A928588737081644A4A03699A28590104860906610A82A017A75034523277369A213892000A912A7A0A0717A17761388671882871A876976824276721A444A5293311854436423A4425862462734AA270A88490A225423081457AA1460782230A5A43A12A1685725A24578404989201421873580951084414146439A21061001099A3803385A276257598752565446660859A4535128A337097089735AA49056A92042086AA709087A37997995617790144916AA7354339A19201812422264928924A35245476724827563264937131454193AA803AA6584723761732647296887319810763768771273352543145832237096192310745026A57A18060646A78A4339422A72383A9190271805490030960363843124451667771617A7666A370522A1221568A659774462539A146502005750139338805A979A7A517013219A5642A268A10179042889175776A8126530835846800A0988390A516937A353A3038910A610812669A2A57679A84A823AA200AA736064385127A798A41899303A18957691691027869543A44555255A02709A910527259274937A6493382624209321821796A59802A19798448
pi         11     -1/2   37/20     -1.1560979018186588   1164    1.0532610A48319523A734055440A727643A50413644913842317511A024150589A525604A23010636A801751965716A5417264A985460525342679A05A97827171A6193434294786821A27821761260610148A42A591463463458448551871527174765A78316668249550577589606554833766048719AA2308A56863012281607111820A02A835575038A9377974607638335043AA483A13303458020A991A2357759A168662056981A72A752587411516816A07732112241619464A5345A5A64901A0A6385310451548A67A28874A311A08855497625256161A5818642132A8690A863A8A201989652A3110A559724609A8483479399948091334673392517901947835937447A5253959934998784521281986694346764640AA402A80017020683356615805410A62856043017263320640228637788A64855123324A0A5A2480102287304842972671508389930315760A9556A8A26293A577049961386236207192769395A4A21651A5399706027302AA595A33203AAA583760281A553808841131040966490222079221A96969965850A0493243729980658138A32229521907989170197155679454332979526A6493A0517991109324116230947782377402583A61823420A443212436670096939478A6A67756078792752276323478286257011A18733402766241175A0901922
pi         11     -1/2   20/23     -1.6493457011887231   364     0.543A962043518486118485327AA6747AA56045503900588A437A56104742558191A383893124725204628326025A2891982801223AA08001AA020406255A8902795405835776491A881517008327A7653455797743542440A80255823172141958913589639475286272143733304AA530A72253587863649186246919126918A64142613A495586700A9919764502854714691A744092871258195922502092937145628A6902689660073380825533632A1726002633339AAA68940264A6913A10A163584014794633246500A85859A6919372815596710900892231455AAAA0297022A285667691847005906A59318930A65A33037A15A00025086666978266A0A86619792764766797510366045427A787792A124925061832793310114929122A75A84029A18A0518665335057AA49183859A6AA8855462050941986A51694A96772685555976A8986674613626332AA58913473554A1314308A61A44512540A247507A980168426A7536A03A15078745057680721971514455395836397513336205A0587836729A234997443858A884105A91A368265493346A5447271A12057006A97256916756A4087A594A129968A93759059753908948029145204704597A771A0521025155730732196A8312894856483A6556087A505719493214566419425312962505645574725219A50043
pi         11     -1/2   23/3      -2.2927550818355136   904     4.3641A67552599913A6658457A00626929A269A393263201754859A10AA319901561187561438473403A816949608712842155A050806259127714794341655936490134A738A4342A558801984687595423220281844208603A89501505135A64A6182072908699111442A37789A46A09AA179885A649230698A72477358699443A58796937756A851588667568748745A67216005596868285391387961129241A056A26AA4A190543AA893040336664203166144499938079458008946A250A589056A596449934A28A54733962586914421910671A07236091100382347568092526060690572748282493A5877901581787872782619019389567858882043A73A3843556731435150392977639197A69A890A9541833115941377303A14888A937121182136A827418257450A181927287A90506310634135797AA80A788A6240611277276024600AA241541823728AA95A809463191015914886678055145034373260AA779025A9513836294495A71A0388A41340A1011925A2824A5A798188545522697181581A0A6376027A933178A7A0611661728A0A747A60151A2A91A021A80A3863239A753279AA3A97056234A8468891273776403017999199A5239589666665A829919631350765011389575063806178A2A322A236A1716784408A396500164651A5852482816A5A803283
pi         11     -1/2   19/35     -1.0214310556198254   145     0.34071875A49422048A99053920087884656871269369770A862A5586A42050996A364265A71429320A892212576707549636717880A5307600661605A64627123047234122A643601777A23A94899747483083508840824A00807557A29A2294434A9397039430031A8533790058075712A4531761857764359843619282868956463166145A22A879745255A74549A2A441018AA152040984883402063084244666505442201309828672074141863855588932315A9925788672A0A936A881875915A29892206687592A7454801933A21A3329314942847124A487025157133233388917600483A1340A8434720789A59661439405485538019606A1969100424270360072662559A964A596A601A3621705903521857AA2821A481676752A42429167A22A522A323071104077A422723265517A505450099663034874793153760033192339A819A729813031284089545162265A064451944482514A7447005475505097226A223483480A8189A760065472868834930A2A10A550A29083A9030625A64381420109484A2943077880952441A2164204381407579A50A3639965A2467762906587529019625A20A475349A6183751863464198171484A28A39640885704926AA561A2A9481473844864337A4794512236970010170592AA1708734A2322702487A8351893832A59973A579
pi         11     -1/2   35/16     -3.3331516402756685   904     1.263745090795A9A5809204048855A680A108279810154A722921560606411575335620A80675202241583372A41764004A2A0114A0523889719071288783886700170A777132A6847039573490101312017774A784AA679A3A608810660622A215978780600940360A12854449499A976812152425A132165387252A1938912558A992AA326059055852723015A7718A98908853334833819A70683756582335876A2818A7701A792909296755732115417585146836062850564819A42AA432044875189563469692A5769974963592047096124724509A489A87185510222615519A16387723A45195527766A125542157829672329111317A593571723A612456842A2182317A09A21352842609449296401754A8984704173201621189515063339395A139550846886299980693156982A71399640270AA137334A1A493816783A55416876223A952051135A0050242A92A6247644095137367650662A8835A83959717872A470010443313900642075035996010AA00847AA7876A12A116574A18A3208995AA6272AA80302509A3762554321853A30180181805284179698723584391673911A8835A839971A34995A87586437594438617249835A43079885392555555360059690A4A298367A7731161899063A566379388192A5723A846A22665608743310089A4905A7636518382
pi         11     -1/2   16/45     -3.124178055474675    0       0.222AAA4A36932A024A1812456226390269235A439A7446915109A6A39274A303A2295031444568A856619A9A373290800465A6718852119567301096888506369148711A90934627980824203A2534954A065A6242932117431AAA62121041AA8752176136356A1312608543149AA3989A683015446AA3470145900984131A06604523542A9035330096023130034125A88664598772116409916426A38778191518177225466340662186A45662216438848121900572418217146036270207177751416AAA83A2857829341126034359A874854122397287117741A627A362887908A890987113A11275067575A1289A1720A065811A71490551864456590A180721833998365836033576751560407301A0729AA257106647A951885551793450491845523A19495954705545A7A669AA2859825A3A206A57860441129919511449A788808673259825955152118A76737750340A8470816675193756A993053047980A46500604669338213465A52218126685A2683561639371500393154145454054A61A8230A6623540687733382456947426403389771886A843A615850753853972050A251784605A4585634A690808AA9A0087783A5530114A55498926229409753093A93577551871A068450A53730A665534338915A364658A76811829A10610A2763A364312574794562A55A2
pi         11     -1/2   45/29     -1.6628431580457292   31      0.96A278527673489A574689703506982777174049A047012446814352A3666074039290171A4781729722702A2A771233099782897978A85183099840546453436802113A3A0295317A06A04012736720A3951A2137A2A7A99942209587245026316983177802520871779665A06A42A4A6A42500146A6193454A487A21411948347094A3A40375429206A17380375A4A068250A176730224902626323232996205934070A449612942534769A880525A298A06502036032739A5116310A0A98A8461198066435018713142445309164623A427947768228338119A90731A721A823AA386617A83140463385865439A5607818A48991199617A8A4A625AA23627228476371406908066014A41819561517786458862859645351262A43A5A789128531148120398045105047A68943A664A78A1688127A29422A203932A954A061376354515A16242667484A0A00858831AA620022696155A22428439080A030440742447170982909878337736A248A8412119846206A52236979A547934999012026346556920A269A97001661788775A16A011289A21366AA2010881614998389257239948985110657A650A395584438262106A550635855525911558430A893747964199533190363120A002296737603A5326299904570515324858661691768A103824573357959803A6565533384AA4
