Constant   Base   Exp.   Coeff.   Minimum Log10(P)      Index   String                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
pi         11     -1/2   12/7     -3.3331516402756685   904     0.A7035718A43634782A0A041763778A9879065101A3A1739510125323A864A2920543A53323A8268378076A162382686848448779070745074250958728111A96677832603768677AA0007A39A772914A1768834491599833899280708107373061076A55AA48312716892485305404691762630132788086776573158A4706491AAA650497427828AA954A24A60333640AA034644237001711913752477416412405A160580617A9A480825014A27A8492A87738414497164A402111A580056742A3431167075370023A824961686A949696522041094187168351883029A981790016417704834A7071A04556653A848A491445240A8780716364722014849A5236021A30A12873655424723872873091638048583395A211163291A960916446A605736835954703160AA87693734842681A9A08790948A3A694397660A970070100A423677784A719047755586448374376107682886A7071192264007819A62098609744889799687162A67920893A01443246A95090529880774529553281321234398548A98AA2641115373A4A239723A9616169361A67047071218961983310126A0089A849160112AAA037696297A67966A9397852219A11746AA4284133663166666650833237091A318459980301A398310997438878A98A3A8325848922278A601947961A4171148649A39A1A5828342541198826055612865569983A940677159A494A578401811AA6A15A66316828883210019310861113549588228186A68A66927A87565886285854371745618419A6360A985552169860773830032A50355437111673311194628374A8578A9488668576326154350458A42412354936880A3A919715707349259920504670971A0382AA53950147129730046436781A48916A79A928452252450899714329496635435810542A2A78133164489932554485566476027753A3550687188473A8393064437770A898677053608426702607702837819A3604876181996AA58582680023A2227796296A0A85278425461A88107A109317813165703A7085123870329188349771655A166101240A1372626383887442491427A7369479617759571560470A5A291AA47A5884263A6A021A2030028A7100705063A6665215913198095430597429820851A63448A890176122A50940700A692802955328A248343AA16128833499144A8A52142499034863A941480142150313A6111806998056339350884524714A8A4540A404A396584926480195340051A64962027150A6662A7454A5207347A37386029718389436A5A6960096870712A10A6A603AA2130777503AA6608735201156736834A56A399344003114455999A393806775350052082A862A54025111768514434705A94655681235066913152A978067919A4A73514430A627A266895183914888353973A140207525444A49179A87282159776829A839833772443A5760346834130853A2477935374850AA11078A66531A572871876408489891829322346776A86127258056AA9212069257817296660975472606662595A47104856034505356895A6395A16822A41637506428117871A422A659A84A385A355004221671325368A9A7
pi         11     -1/2   7/9      -4.374453933750925    904     0.491074A89331706746454050535701199502A28926183262571A88AA51053256590834824144052288941A11322347862A813A4740725AA5429371A0489626A74184526448047A25619218515181AA70255475A186A01191800A3394680222AA5A18169A5084077689786218A0474857119A59A15601A1A9172387814629007542A52356658828924A9219135213A4082AA6171980273970750078649625941287934440822549481A894497889488A6081A3A9604A075986A225929713025212386023636963931A42576676614A332A19939828A97232893192384A81912AA280687300683872A6A75949640826AAA599131AAA1605753167A652A623331343876893803079A16577598363A604A4835A0076A53A76185486239032765858A06350A46023930A2864636793844902628125426221345107721984341829906A5242535412592222882973650519472842A926205563A92AA416033A134323118116976001106A90A08111353611278695955004272A721934A531940836619772298AA026670901A3A264975525845277375413101607357505AA70195A040276A969699479A486858810196302883474685318A106387A110A67A5A0586456A632974888888811801513032476966015582568328033A876A4068587452092672A52167927A770402A8200048A2A899A066433A8622A8124577314A47924A662694993972411998708531443394512330A0A32659A79691605413758936538278196294463798856764542066121365AA43151A71A78375277AA335403511551A7856866197513170527906A53718206A1A8616A671A537038992A8100213936616493638398808883704A944887577151A9474867654235988539A506582066183A5A504A183A45920838714A64154417164314454AA175A792A6268519975413162844285A64A5291A34403354A686011A0759093696A5A3242109396813401573204987295571A81A2A423480277024745290336345939639702031737079A07A583747681A2A24A489192A69820A62095049018A6581385A097953527754658875300308970291755771A95396358229AA338134A60447214618100A1345740633695242062312A8658343877466328A33329215956918038A92722840612636A84126199499548AA4552354935754215A5182743623553025909A4477A2A230A4575196801824367136A226203147A236341403A8160A96931623761475A1216640A72688755535223A3A27156404899A7997510A2267151064429612364587612445A62814A37222712872596094609104800999980072709044A556726A30826593977A460195343199290592649AA00433A98804419A7882A194784695A42492A55A36878688345717472485595391229A9669AA2787648705741271530A18624852195336017573A0A7A709999A77A37286689AA0628A471296A318471A08450A5390499A5040892021849314559361212957301960AA6A52516828397769323659070274A7047AA2530387363982A993428629A1766826899957A056A822864013856808398A9367953472041103647985782606751381335290626343324
pi         11     -1/2   9/2      -2.2927550818355136   904     2.5A223920118008252179927201512A791315A6879347146A685A7020905A21A3AA04970434A382683887719675796895700709273072A3729792300803431104A793994914961103982A166147806106035512071A9A9119AA786034755969529146314A268396009826370294037A834481279A302647610A33955429534317669587804842A7A1692A1A3757631943952A493056132870861A418227840025A38319628197A039683337903890308450A4A5582648750047A60017981840A70223440292045819749079186568A10047046853800954764267806524901090402869959066A907345099362360362998175062766777A178294538531015AAAA248850951887694759781072118A94A284325728060320016971A39309069A2598AA8268102A11A4136822215282155694A7A9A36878301086AA06207810601744025289523802050725504900589814314783212466187590349A9915A7782A82373648485276A882096917AA408120178857805150868350A191628989858A297334609A1711026271158028354761A249103824293938647A89A457545222595446998496A4306899892802290182085941919260802716404443A125728073A41422222191A87068A4922883726321051063956534317A5439293625800167718542A3214145239577101A0551AA24279A8979A8637926276374606243A54A679936404131483A823189A8185AA17696A93251155418A6834642A37458378721A31829A56444A46483881869A040999093282285663A7861A9843735A557A6A44AA4A61869016A686844965454176312710024781806995118636642942118919A8137524A621A5389AA44A8662677A78A60A57852400329038088A265665867A7795807048423728A9A69078AA89099A287356459275545777893486972027A71073430790406202317650644078929563546529A183776782339068522001374808774868390965211633877805A983138259748A30438313471808558001051109200572910038A283389218A2A7344890334794A0778335A14913049387693A9571310846A5891585AA9828310374439122112115A476681442928402185743753514884627033A5708635A981606A4A22A0255898490961679976170944589187823679A167291734848446A36A8A094691A0A8773892078412915051777057795383178293627770985A171219641A1092100822638A5677252511A74614309597321575012658731120093803627884A1AA95962851417348A23272686870598616468A30890425A020A5341A8791779130776278117123826808979A7524878354374A453AA73988523163568133921964178924303543919A3A28927A20A8A063709748256521057AA36961963919952A998AA55425AA0657A678606A3223273138748958A014A39A5686235390081A5329108876A88A493A8948071762279664417023A870054308842425320A220248440A8A106571A3937735A60111327A13769A9977A9358073622345A93A436267173A8AA844A3620957928174433046A919112841784430718079255A58A008479A050A2151442921A7A9540746
pi         11     -1/2   2/9      -4.374453933750925    904     0.14196930A572049844A790149416798443009241080557023206257930330A16641872A228290153A41121350A072A0971551145280549462874206014118678437130812A176A86337383A993706304863137A84044821054814111354853AA960551A778090221A4388068917692483529329200169215836A56A1A808949AA7146A481957088A1473841A4698A9023AA9683754868A6806165402A6548A670A10A759706AA8A8694112A6A41140A96552A6280144A0125138642436716AA038A3322658281109A907A03534992A409212743A262838872721073A939A50945549884001A272093621745974A2363149104063136495309986193A96A4098910A041107A33913663849089746492A873294A04627849A314022732553487A4497302A8007424A8719189858A292639708231233850A781852212441208758046228626282326A070A2437346468A83A2878A18494811587928332591A440719A1999064798183102970350AA498238827A63001237152210A9309A59710337536A2894486668100611397753154876238421598816802100617AA99527A7A63A047511A7454460987A3979A6563A3A4529878841349740766661A14917A3448302559A88888886686361A3254535980047A231A255488AA382A6509569153423524622038A23067A63AA21632A45625A7650288AA3387866A7A0567776A546197042A7428390375A3656251288A5A98571919255013075104962826957419423A08433A5A81075716697628498038266477567846846A2693A079257900A983153071671969061A367AA22651473686967694020466846267A57587866321A589804A8A4A5590A1888736462760A37A05153113771A03122644094293019553349A277A932A83A613269710999302831283681251294629A015424655093759AA672023A75564661471060A74889461A3319A806418A511A960A12197428235748320A014405594837869245A0A863A048605AA2641026011118A67A0099A5185A8077A26921A213A861457373A99084A9697464579A466398A32975430AA22160325694000972832420632206278A657A224477270414649136991839797672952802582785A01856715663A44253766570A8888738327989A1741586855596508104711A18442A7477314478579273215A049305552896A4787A173445A8545607192953059863707582041A854A009922A10259901155181598A36542182A013536659783988847941538A8A86831901412939121502A08204664A755966A4A7A38039133023992A522236709A174974497349231912907968681012A9482082A33A1958A6A14495278909A73A4958661313175747570128446A3A29A60713596122A561645825404089168376860948AA58224475044770721925179A670515660565456221157332063744AA15191291539268719891601872A835599252452133A7814741775A93280A532209271A79589669874840059663046230508711221A56A50102008462013945471740581123AA7412402445219870412900764830855659510950808A7311038AA45217503266075638701821510825787336A978596
pi         11     -1/2   9/7      -3.3331516402756685   904     0.7A854269505480862207586848303AA104049356A5768299356467A0264922143132A67A72A8A23558885211A00750A636336586880561055A107165489098177858A74582A6503275560501A85496649579353369447352946A332606328278736025145508A64812397363A595862412A1A2292486606502A427943A625A369827A386455A3076827137737A0252758AA2A8A3318255680969283A0855948645872118705A132750888A1010A4880914A9300086609A9492301636A705597832225A63A5329552845807371950A81645176715863431381235396622A48189595567595803626525A975896A49580912369333A035386053A276271566364794545714A620A3827695A08183820AA613A2886370801721636752142718967607A73155508171352A6735538515553631A61547610407095025160184A0818005290078727858637A9686301416489082882A0885076652532641447583306A24707373456093A04723811A523143398483887A07A993403A46605833A441248924372601913681954A2036395557921845458173A12427424A8625A9169446A07A6291A75611A90967290A55485579A2187A59A52701863999749128A823208652775122222210625182614224089A1885015018A63472883931273A5807A1636699A312456990446A595366376478476A707625A1309738A18697376496A7462A985A5811750992430856891552494521A678A3935162841508919092691710720692523A77975A9297710A20991328128974086A24818AA096943A73733000782A7792A968826367825091434762838098681639223701A74668810343A5A03726915510622A969A9425AA914719703862261814856227957101080A4550034882306A63967A875420894467338947265A7709A4813270631322225892512063A1519689096A49018485684A965A654109002629787605585353A0A5803AA0631A52A18852A3558974AA03657406A17AA7098A23284577175871A452080948631961981063320897958923A4258526093729257A4138A91853A417677356458A38274748356656046410487AAA70871958444266A03535177698235A7108748524844215782A3A808325932024A49439965146071323172877343366A753368112957372238985A835242057713A767736260276737662537410653A671046468536485431088387110238519096051A05975298106633A0810A950686230378449909749056995300397A37198481107A4A225613794328087828372A4540839882517A7183450A880A4907A7A02AA4378858385824A0655398366A555080A6A7846A88557910614474784288785681003988A5374A685739095791105A8A8727076978918104A692394AA03323141A65281105A62475A477943962966393540182A385705674060A64131A927616718578A4808462558188851572A8A6259233684A085981283638AA3633124A3A6A6AA381384860911941349799A8A58526464819886A8269915A6A1589549A4A072962745A4A1999A62630914580659542399A757176789A503A283875A336865423177A4480922917813830443A538066426882
pi         11     -1/2   7/12     -4.374453933750925    904     0.3690565397A6805007613038681529147102221147407A1A154266823903A7421688A9073105867211159763799A90374A892A6285AA1824049826A30944752559633A206330877419699639396155257413572137A29141328A5298A60172279A4067A2389033023A0374412035636A91479A211456A42695456589347683295A511814A438A39738144138116578607824681460200180565603764474430A386A88860719643615398918667093A733422A9A037601737A447149A922A11645645727551756A6A5A157784A10A524A41984621272724942414563806964AA488792783235654A7A84437203347AAA719651554945983A6787A3A519A7A653292A670057887494985718AA2A730A63544832A795801964091A012A7577099487538A618456A6220A34823156336847489195A199926108854419053134A132511873A9591997172107728210397082087814743142026A5503A025765324509609518455635A813488909268190A30A71713830482254415379514306277418544A127574A534015021A3729674361202829592356732815659AA8014448584852724519904790A64389014478493535623679676320104908A7879A3164897A75218366666660960110A57A085177294161978A7602581025032371006706A2277943A5975A85302A534283094A53A1A322052A919A5337342AA665086A0A7747991984545914738063A660529893725076224771A872411868655711549562034174988A287391502068704A09927727879397A98035567588225402A936694259150A46A010A6803A31325128134324980A125226A682583A14A89001656AA4676427562A106110825927063929853942708365021318173912A238770704A13579A659213578997062926652039603A948793340AA401804224750941A0130A674905A3724923A414A8857A9652372914884406AA725177A043615723380294279864654996A9806A4A59A905758019006768527534429A29A842A682805A205A70829023422219236696A52461624707103684124989291761871267584077110122850672576956985427129A270721AA5289265186081661960834926155875279945987450A5377080565834A2494A7A7699444241330126A272085A0A1AA808647419919963AA6139A9642701316723962005472695019961A6085A4A45078983972329618822655217470239049AA259302A8946272423A182A108449167758A81A66569681172A57753975863A1A874566349A226663205A4464548992A0A0617A20664AA99A264927444616189630883474732881A895892414AA24A607499845878A0143A8797421316A20A2755880273886041A86622143590799A5A097797227930A662615400819097168409A48177A277592A365315591A93A6213746367143A818401557625A80747480322820A511AA31A3A62649A7796354206338A684037479303397016909793416AA099216AA569A082523A11234901857979AA44052A292530882195029282018A546A876477495778A23A19987597A89A37583836A6062A126AA599535430362AA35A09861A05011006526768822659AA3
pi         11     -1/2   12/5     -1.801958760740756    1       1.39927A037A5004428535280189643871217471471332376714613011199033A7298337467784A2952031976655280773008456439775A70A3793459A16A39424942067A7085106465223235518583A91019572623AA5050314A82533259807A9637631562144AA5A007A78974297942A684366462387911064035888158774684AAA4706915A4283886769A03849028A1430486837732245603A7395663800139A083219590868A95891057020338A746419A80958624789035695A4A36895715A791660055397322556279020077644696907505812147789505034A91964924389001463289491775709411269785238018619557A78697889465750200908077190934353A55947759AA109A177A9A6674723150323995A4446194241188A65385137294A4543266636634087370081504A953343A0015782AA548485869897680135994A86526126066399A324007382A6376293A10A55339198012320495A9570A79162359229077888606629A2108A8389A98671172A71254162A67746040083261053238716558A15A973780333257786866452064A49943311748020494658A597455963018845A6443051968848A5002764326529749538A4321382A1907000049270277245511193447417269202799288129160A12164A35628A1523630A438190444464A1455A89902A107715939481313927936299A8399113070786574A7882A2448142A024828830AA6044450613500800264377638193245A0539255395A49638A78348132175976078A41202A273894142755508970A76374A892414927760781671465A488660739197AA42235495362236431704A8158113993242956A1341925657759241394072720556A05274A88098924211847A8942394A92801400A6741A51953511933725638A669044982803731634186A6888A680645776231126884038609A0549733479659A731A9683964114149941074A77380547A7632607427079406784249290AA3759372447777538668847536308208131A94125989812002040003549A555283311046191292485669A544858A557985136589731338378A63823A29666686861679A9A72113833A721445A351589A530305504226161145329301170472AA3A6704789820825A4049552938918A413901860A80565754582A824845523A3345039A9886179470284191A372A8124A4923234214224637426AA781A3903094907890A92779629A9A91A3631357947990374636890267478950602465037871392663A41037298044573754040347314395383968456955533A75A175A712108431A8271216A778050682128072925A0A10648344881A6339507987474A83048950771A7663756A05A462971A60432A64425572610497083AA96426474AA70803A271A5AA166011495894731867A0709915541250A5131848019008558274391A728519549474133A55A18492072584330999AA887096009365380AA39252281361125623552371402842310428631986157A251321A73952A7A2045847041260AA1409265823A2115009A70405093514616768322931A14451708A39168779359860396303531793267153005626282860A1
pi         11     -1/2   5/13     -1.2326056663616378   87      0.242904704265712A352508763128733A6143A9673893688442782739313A923680949211862845126591244333032A28730170357763A1079530527024165196A04307222108A8A202A6565356335871096743722372791426A28874901080174293600366867A63403671A09A1388493532607480750756641980621722705040546A49076422615004900455183A12442358558618919599402577274837397A31754741A46969001664790674A049452856646164765A21068A2967307963A913643244A72824651276992178001A832635476156912797406265271AA06A8272169511716A400737A7936A71075467307016279975832804830A86A3751352936744234A4870895330145248894316A03003285451133233503990807532210821846035214786614897580295A104286719658424A353A15A08890A415032778531A28696988037A5089697626004455322383137328A0A613A580253737962813143A10088133165168885028758A4373446AA72258260916264000A474AA34010535095A69470253A9168A912795220134607462856517A15710538309345A89262277241A66A7A9969AA1821A3204A12252636916897A76124936469086815AA25A1768132AA4385647840037756A525973188083A3348710897854187312442279590236650A967414749236117876A6756237139595133A8731728A95453030651599843A029559872431A169023673106959122505354133989A815A2653777421924779396369A629996681870908253AA7A98177641442526171687918778359818946162479554767569018523311688244A4048411220808983A550187A2A46461933AA945804206018000291514417755156328232570761155A46879982213989945A85290A60946727249898479A4A1091343840628133503A73A11411548417A63A2A161130705987203848A1962A09A208208830649A352800246A97475074303A1632225A68511A1649679377658236741022A328380A6125961247041A9605096A72135813499A34996957374AA63498674A1A0032A5243521310015799303490346A3217524445A5601592384146067778A7164A224590A090247598964AA7304213681842AA9389898021469864453350586249639A0477A17A58146A706488885676097168864759317906A787059657A598317A2329653375826898467A5319134756894A28AA77655AA372772734794580547A59A3545A04A5172595690429A992187AA844A0A01141AA8A1390A97194A4A18A3784486316060AA4697714261647074659A776634622A3A23930627005305749105000807508365294202172671134A5A008520125435A983643A6822AAA51669068555217561402434024395372645A107546402630070300A58715430016562A18462632196A1585AA39063439A02136515725416278393A796529426077330169919224A2985A15022A777170506A548A0A16521853151943438362443AA5193680425A379054356114366282214183021A160881211503901247379266308523369238388444A5094A462352888781679139AA083802291829335A486788A26363062
pi         11     -1/2   13/8     -3.3331516402756685   904     0.A0A2A947749A12065069065046A448167206143167A5A32234001A173633A962064150107061A6827874661A3A3500166897827A972A25665A518127873759936A193957976222569A3555132A141994012987514097978367925261426783131850148898948377390A2599648A8AA0348480116315A94A525540500131590A09564071A9829A894A082926091728990404AA08813244046168A3A9A833647374458010419A210533A0659750487246216244490A2A515572298958A600300531455604426294529794258311466437538446475037444970370850A727076A2407775981822420896127040925347850554974A424683A776253173816516124675A0A0A7A8A43449503927538667425303679381129443121A599372488670679066A463135534A722488142223910899147A007712A956438245320A62037A34564384379661A6117695057724481466A28887856A52585782AA3945907093636577906680068872647730825823534653421A954643730A12549317572187A8A9829590A080406922945713344496218852966A782A107235481A20625939519993453A6925905902355299408A113A461560734029956A94470A64463596A66890666666516A4AA110245318721729937453926A1920693197012567967AA73898738A0179A867223A8A1675707A1192605A5A025387001304AA220459410630452233210908909090A605773AA770386A76431844288124320016580608008474218422A28A384179A2037AA04920546459759881A9A8316A94A203A9026313494AA598A1130415951A011383A4297526192789A788668625265482955386607635A88A062938408458712072955263484378528333079975018A9557911528089960513576796317A01942576A57A670779235A065174AA129000221A5A199A563952368842384057A4190867313A56321A5778521873A7420663646507A4839A6100270A05126004AA5877A8112788847951A6A2880A581771A7891AA24A177133A21793852841434917517755A634056A21268A03003A07372729A60356468186A2329157106276400335802710456176269626582937305437496092682A683A195453387407A3204617433576513186354A755052058A518A660AA8956244592885304555178214667916619960519230960A6897536946AA5A024830704512925A3646A5562558A789861048350655306289817A5A6270018A0692A352A4522479109424695459725A2191A5A170A8946588A4080341893A9A454A2861925AA95641739237180A0A0412961227473071175830470873536603721413667427130046911A1A3394178288517419051AA61A27A503001A47754A688317347719789083862757A2A4802082564A8690186A1664202138A77064205A28003992418220235639689028856332034421A27063500963826216717819423110933A543839A494A8545621782A40985552A9217836A0731176885107789648680A4748222813742453785560514714556821803806A91818497688A16952A859736524504A6A81A25858A07394466406449A051609A545A77390A312608761858980A
pi         11     -1/2   3/10     -2.0836881005775276   11      0.19530A973820006038A07241667746643023370643185A637062A001581145AA595187890A66131202871236348656504151A3605378AA56879460812A54674480583655010700890717304899351967002623085AAA28972A279A318626565535A631621706140814240A80A180A8869105A4A217392570088321110210A6093414064225768865A7A5095419339725433147A51923171A355AA5A8A4A10001954245853529366949398350028739647743AA6A8A771A666A078081AA093A370823990828A3264586208652855650889122564835158479253420048258089447394143359A80670A62294701780A758797108534927936793947764830011515099425A18A13494792128156816513AA4A609A02004468081A1A43A1742A7AA487A2A09A896074590904A46010A096A706A280731A1282A379AAA33893522667910018A94824A3084497773A959A14232454A0A4532701348739951430441A8AA8A569257718A8594237A7A422181301527A1128109157869158A16313650628829317700730522A48A816280A0A6A0458A65224A475836133A8872991A699753362549506212182A7A21360597580938940697236044A31233A325473019312A8369697530972371A3429946064709A530038117A70399012999068763112A304A01332439747477543349668004015098A8806572A11794631269326701836A6635069251817479886830659386AAA41A1A2901896A69721A0A63243A033542053075A8AA2632551047987164950837AA1583130A111988648A293A5692191AA8032A259235651637063547A776A5A85382744461A8A0858774578341021015A9458867640188530776508032A119786442078148648251539447157A241119A11AA865574154A60275807342A87372087AA4A8333A72419184A057A54A7A822421A37903157225197390126A33A5A065362691855365A905705753A1564823738347964A035647229260092471A866AAA0A3A09A1A650A324A52478A086A71515996743081124300028828320682075931842890257258934A540747A39620A934322112315A1051135A719594A4A5224990A96823015A7327857476875766820418348330357701A3180415783372819636A239516A7213289489A87A8527432557A427976350749313861062032731A28813A7A43806417A16713231384481A859A05847174A0A1782792AA11456752925296723808682694404A018A6751255A60877A83091A66756286089737A5739A4A1329737265606232346A1460A01A1205194A74912075A1376850822998388713864302279242009301797867212956A47A06110277326151250648245611200A582363234A9768903A5821473136058A372156122932826330891AAA5655A9A58214022142A26253372A779564267076017568987106558001076591A116917A2A8A260A15A134957A258372105A0126827A783A4153220515546720310190158A44620322A14519A014724A02662A38175730278807279583351A560176AA98839A49305442A283AA56006A87574990A518594581606164254670937946266288086A072A67309161828A450584A287
pi         11     -1/2   10/7     -3.3331516402756685   904     0.895847893185294698447714530A1A9AA205427531487A6063839A015354123A9636A6281A714014A124584A74A59357033772839779924253980672412835437465095030935649100066883460585A327551003A4A08831A04124068243062327A032873214477875593A80781593950895256640AA435645479A4932041777191542226178323917A0494150282A89AA2101735677387833A30802098A534752311322A4151183212502385A411704071824A7119623178701828A6674100724A180A5598085920153204331A9542257A9917709971541388433699429086A200135327776A23405A8400A19088A77503A374389A90A423167205538589650748755308110542AA0902056905A980768A4958A3287A490A1346035432587193A696611A667A0220869AA909412476A9568AA107294421A515791445509077421A00871A38283415A75946282A900330730882456973589604703771560A528890816999921926643904A7A7477255A656736393A97994079AA42800798264129AA1A1881640181AA3A8A0A449887856997517A68875A3351959405A18925163280929583800A89586928437294A02524489299217880A7AAA82A143954A96A8467344AAAAAA97A6456780349A701281207531450826443691839093153276703773783887523A25168A5A12172286A116A323290270A818769646A235465826A72341A04A46960510A7014A1733A313370875055509091A78098A64666406731968903393375967180AA3715A85273050746A6A8A152A6363464369453246132558250584636782874280A16015A6805348390591738A270951272977493175292A0411AA44A7216231042477768217795740805294A618814238578426074017300A532195034835970073993799280490979618A272A309636125286644A921A0458273A8291763204626A48241A96AA761533225A9186459A9271A0408506A95593A609578864A831140363331643AA671140119388555A107062108A8046A9456A8AA461109963286631840334070656903A0589147809690A487327475266679521688736190221178524942106A6449841287759A686035502A673358A70293711761941A781977797151917AA4948163079A996807244A9898A710039001A63292506234219A75967606446012032915486A236A1045855A9325490227583A8A72349492A91239A33328330582678346966073380204971A56344A77869911595903016083377A890433577860891898992787A97A2113068A57996A6923676A52069261A96047A28158876AA366246442155187A9843564A19856A23294A640AA739A119286464A5A4974626600436143534327020646A0161191022317936474A1A24193A26807264974770A5A7A249180889667739243332121914814432A339062581923221483542318680A01428A69A64A05736A6632101A6529989A67582966307706366461015544532979051817070381951422738392821714779485A21903654203A2869799188080942141915861320459528765604483924A71431138743168A442354128835A871989128A7868A4A279217369229A38346291
pi         11     -1/2   4/9      -4.374453933750925    904     0.28382761A034098589A47029783248588601748215100304641150476066193218363594555702A79822426A1913591832AA228A550A979156384110282362458732615259342A61673757A877311609616274A580895420A95282226A95A7AA810AA3A44517044398765126734274956A57657400327430572A0293A516798AA329299538031669293758399286A7047AA82573A9626A251131A805A1A96A231921A408312AA6A6278225A2982281A81AA5A15502899024A276184872332A907696645205552218A714906A6987598174253879515576635342137A7789A178AA9865800395341771433908399471629720811627197A618861377A82981867219082214967727217597168391975A6365799091545989628045364AA696498983605A5013849A633736860695751783154624675A1A4535A4424882416405091456151554652913194873691926A57956469359795230647556650739881338938871194853562058306A1A9985476554A160024732A4421A7618A08320673A72956789622252011227843A62A9641475843086532504201134AA87A54A4A179093A23A38A891186497848A20179798A5864658269838142221392973496895605008A66666662261713964A8A70850094946394AA966A9755A1A180272A6846A49144076946124A17A943165990150A41A0566A96764622A4910244429A91383085A3855770740972014A2566A0A860337374AA02613A209815552803837847915867A0A52140332284155985075521944024592592952779147504701A8562A61332338271139724A9451A2937262824278040922591524A04064621643A068509A699A00719366637191541197490A2A6227433906245188178576037AA66989544A765A57A1265283218876055625572524A2579158902A8491AA177408AA234047A40019212932111A3966791396638A5118369A23A811924383855470395641902881007957462749091A6179096110A95182051022236A24901889A360A51449527439427A612903737A87159A8283919048992178696583A861A944310650278001835564841164411546A20494489435308291972728735784842357A55050554609036023302179884A7422031A666637565486893383062600081A15209323935885A3943628946047536430909760AAA5682994649336890A5A901133757A6108617314054083A5A990187459205087022AA353086971A843559026A72208457866594782A76A6A62563702825777242A05915409219A40082299A49750772660478759A444723189339838983697463725714826252025A795415596793806A292897A546718A379980621262634039403025589297958A11327081245A01319054A808167325742611796AA0544893A08943134374A348A230A3021101A901442303664117389A92A372572A77526338673103635A5700874A48A4267A4529383440A765519A64417533A48068228639580108216091460A16322443A029A020401591402778A933381052247AA382480488A438630825701419561600207A217A1516A3622076A98A433A06521140176303542A2155046366A95A6372
pi         11     -1/2   9/5      -1.5052116015249901   510     1.01975A30051003320953A329672056537128A93537A7284A93465009146852A8218A828A58637771157972A49676058228906A32A029A8078315344767A570464315A5A80639048A399A726940990269014427472AA6592A6653467A744605A9A284794199338244833259455A459877A6327761A010409048581666116583509282353241178762937851A300912A3A3878637900279A06A02A8299775600101A3351699960A68171135980158012562041A889991A086685424450A55116A945313A45596845517414759570058488A724056598916630399310265414491460112838A2494369584261590A24591183296469970530A73111621565700688885413425A9579716301754907495881A778354511024574450607415A03693A76836655499234051A4A27753065552889386543A80575567034AA690909924672A600A9A1653767464732201A2245832834A7557498490796801418837243099A9980804119A997213303937321A477089535675464A91277A91959477A5834585607A1903A72926769949454555885251985923776115A3791987A64008843098A43A71834171A5693617A3323114510912382A2A3247677291683A5A710077695A828309752A2AA06936415335595479702046A389213A07643A3781476766727507883413060620A38972674022088539984360A656A31547748084690A5A88649838038A4A0633877573621078AA7306065A0A928882A20558483415189A3129741299A64483A86263379957184603A591577755670387569661180802000A9418664202A05894A9349A6392188296A0550445409954718205125926116092A1518771520A869742158441865703275431424867565388A114599136326704570A97601028A783151143A93697AAA1483A77958918A32AAA6753137A7939523320702A1790A2390300A0748691825359A447AA6A9A629A309310A15905653000596325751A055A2604305035A09768AA55715546085856837793629547889889242703744673370015855581375141207A6358A140A4190977A24063712415A093821672792562867A28A0221777792373A5A275270928A8527106178111675122A5965871A1191067A42291258AA55024A863118988A178591694983969503840137353314984070780736341184A80658481937404352A35969782780646509724531659A07555A255306A568507096039626A3044775481422750A987087402834823957500867104573493003810147757862AAA4603342829585853551057129017906A714125801768452643608798075371253033105070A33276A17620876353366151A8438873835653503671058152A48297A3178A21815185A77A33196AA1903726085544874900AA80602A4815182121836644398AA692320534694130A10793796360140064162005697AA36699643559257972136415AA16325074755392617289821288AA56A11760AA09197454118265849045085A37514646704A10A7152843A5321589908030A18AA3861477072A4366561A8030389811073A578A72151493339533A569510315446458447853A686A74A93A559746029086A4
