Constant   Base   Exp.   Coeff.   Minimum Log10(P)      Index   String                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
pi         11     -1/2   3/8      -4.374453933750925    904     0.23666810A1A828A32016357A2841027A93014607A94A74A73350982A17418482190A54286782166A8626157243254263246519A33A1582158162A37437685655A072181356905655907638884070A65600322937A28190109189973A52326A9671A511A5488A450A18023A739A467AA85961A3454920598838212696854122106A7235255995825479A3663A78976631269459A37883A35199754A2576168285095301794390728633494990035376531382278802407A5559914647A9934A189202130A35740529A780A810796A910004286A8770A1787059425288759A100830A35181446A735612229086021467945438965116061618434904125A38297373668A87450171608705434742A1A917820776698528830191A724821765379AA32719166A83763845930620201399387890461909517076474428197561656001595578535A307392289413780A144529584071201133299880A409181055252AA849860440785246257451752821992A1071698A13874425874571A671808A627633A4056366100A32A7478A1167870572A53830759449A442255364052313939723133634A98220A7181720739446620079039017600739842195959102339924A03866666662A07A153690208033976655A19772332130164130853A6699193342996854938659668143382A005019112A818A990997708511603405602218782436305921A3871280210818A25AAA2517A0857838786627994A68549869952611094802732404096043A8A26090A472719A3993996A682532A08A4985AA5A82459645A05715375188A7131796877523A20655577A84379A9657149795812A1A90182567A5782393695364596442397A82536A187A8759194900347172A697971527A81437A134A3067190980A80A080A9AA3521422357A5A507071768A72482A82474303A16286510A3016046A4A1626723304A6945480343343949A15320191A4316534316A862905A2933035252882711A439724A911958A3859843805073746929266469853828627621262A263A0677808303163183434950931749226806A9554156747133699A2350A08A3492861312657565747913424386853995575324A432138716885194A0519976A08A237A04576375A62713563297A9A793381314448071124363889447A407804063A73547224481A07A77175616839A228752519707230766167214898927145701108866383574652A330823342A5783915974A38145211052283978A7656647216497617136646326A350129859A02115799806508A6604263A17195790A2913A482617525385616025293384994256270915A31707695896404A09863532029769801217572401626685587771AA036717618473546A429068A324110052821541A9771A9A58272645A594190A69915260063A2A398568068A97182963AA0516A3049A0A845A39A19998917187218A96198432A34514A47A11280646958353112A58472A284A868371837970186307032791A1A39910342736343721437A4202132812776A33389553734A5497563253993403A377A0844748A47A868561074357882354653163650093874A4901AA82695613
pi         11     -1/2   8/5      -2.1618841190729996   9       0.9A25530253337665572355385A066210884A4831095898810A409380866022711A1961308893319A87586507AA917885741A37A26513A8432525A3A310A626532650453479344067A889523712019A980127490527333A758335535953A178AA0614210050A33703005352286565265709298067899524440639759547588681A736A4782476A19259450A302569755A465769456149516740271263806173826679214A024209727598038387599713064A35427578A522397463A6A6096384771610773AA9A121537418975005142A464604A775450A5159A7702336127A616622374679559A6115010628090A157161749412738A894652226801338742417884979965A9A739A513A36806685172A80868520A7589A276A2A412652812234361A824926A6729544424422794983790A76A9A95A267383891AA731A57582965090097663357A90454044266695274125570614199A4433722612900895032772747A8984160251978895940441A3144235622AA20844857108AA105708867763792178035899484375A477286153959538894580671406A6A265944869013A63075A764A376420121A3A7A293A86459323337550659071A132725A6588255686047373A61839148A3708125A3128490987552992181984068147A697419683524206A2549766667A6830035A23930788476263182099916241A2A9266082047894386A895568A318293016919557AA77666704097005375429887991258A3A3A998AA9A03327997155A54588502877896A0875691259A0A1873705A1071424A72252832551405184483076A5944049986536A152369A978897A211033547544629952927468228617438876164626411850374677186A95429616508568A962899A725538274344A13349A9708622490062344602A65553985842285834595A8177A3887894454592762042A3AA6495A52802A85872819A0644646A264413351253AA5350590412910526408928A6197AA61399852A51513620821A4A97941879094A9A0902965450013A000236A33735559443A412456169380A33669397001657098022858225615A7991631A08082094108A3671144619634882A3A5A83966A9393AA7651784082A9562008476857327083A52291419032769AA92622496A0997494071774387301935531A37163222A762AA220489A47556498698571816A698952288288A424A1837154A623942697896072551641A36724A60582389A52976130609601813159A7775307025210999079A643985653A30124AA0275A4946627256281A38273722713A487710880565871910884715177045509178561767A4406922A59134226341658686A92032270511350798746776A41A11340295706653749043A647927364290686AA841763184A7731077446A0226858581678429837281706A8211A5386005739186624A855712732686459A73A4932504901A220666735947A037997A9907326171554604453789735248275565207655794A2047531709513499A935313A3931028177AA46425439163144700671027706234678450921562130A2A84796998458899765776279397211621810A93774147A423322
pi         11     -1/2   5/7      -4.374453933750925    904     0.4484239A16426A234977936227050AA5510276927079953031974A562727611AA318A86965362007A612297A9252A18357193697493A467681A403367614182192325A257047287A05558899723029851692805575250441650206758967703116950169916622394382A1A95940847480448128875AA77287823A524710209390A0821113094167463A57A2080141544AA66009183391994175159565A4527238116071152080641661256742A7609020364125360A311639900969A88920559125095A82A4042A100816577165482112954A0935A49082074421734A214598A6556181693935117585420050A044539257519219A545A767089102819844880379928159605821550456583458549593452484516995245A61785727712990A1A8A33065333A566598A5545A20679354834550591477665262946222804593766500436519697208538478696AA00170370441228A3729A30235739083052699A0408A4A466468877457A953793682A8833731A1AA3A47594AA76955949687614AA650996320096551A9A5A77A4439834A380953443851726484758509A12631695A14841955A9A298A14219147A568122446A4663995A9555415077482548A9789177AAAAAAA3A8783395724A90069610381622596877734641A04708169335739194199926751263452A61091143506351671456905409934878A672788413536720A57A78A30260535625091751617359925828045A0A94049A87888758916489A01747192A33640551908542691580378A8A9A626A8731787734781678616829680297873396992140508562A89581797458463745135A26136A392470926A150206552253663116021239389663948375958147A86440767429421303756370052710A25724184900374A194A140245A3A309A691515A318612698877AA10A578413754146387102313524120AA3553862716685464322A54690A57598035482A1A85A2944325416075731716321AA890620064744282A60358660454023547835455230604A31698870975717590328A01A584462395A345A79916923813333A2663443730A01106398124766035322497614392A5343018256A891729A90147360930A20A940A393A3626463AA7A2408703A54A3403677AA449A9055745565316A125867210A538489303223006571462798A67350578428547127A0113841A9A9117A246AA0674A71714170296894178A33037195657A36528722539434A062A2A015630417395445771839430446449A46943AA3A66070345294A353467338A81034686548579514084438AA733123221082643AA42183250A428A67147A875AA91A5064698787A852492313300218621817713565878A5630646011163A1879250A67647513403687A37935A853A67A09599A33391A121716610A07962216A71A031296467110797276709895A56214534A87A5837353316600A8814A44A89296A33159358733230562822271494580963590196480766919746966362394798510A01882101A698A3A4644040476620A0843071022A269932857797467A907706199216345221182069972A990A4461453989A7A69466373466A534848551
pi         11     -1/2   7/2      -3.3331516402756685   904     1.A7A305A1338742804137720774895A8596122168602436058A3467530A21903197899A3A763176A1669231503449A2007990684572A5A53227354867514609402249161348748203028425111238A941027A0A180365A827859796398309A2534723736308A187131520042711A04A89A8634616850873481A506190961758622786A4877409713004842804696127342535748531100A430603201546043757078988733A0253A38A138AA76695118A89326A4520130A0037459874A026569550550A50A8A1088882591226756579377303654174A4A37133285050438257A76883052582A05A7939643AA118963AA8A02588AA71523618728371790493859860686903128807173709A9A668A75849A465869321410252500507691119541680A0983A6508842156965279048A766069002260440436486A42AA297797578386A801A22004299A1641A551621294514824860378311487A82151411598348523518A65004A29479688A50474AA56758999805726523A428A0318837345202A6A47575110779920881206AA62703A37115562202A06A85490624A94084467166694A34903A262A585408A0846267099A042A732714810626A4992834679569339091A5A666666352306658135468A1A61294032991314146138182A96036938625231418231296971679935575177A1606821296A004798AA936A86584785592063400364A51A86004351863296390AA384142361A097A326A777600968A72041192A0738965800A8811377927554051A52831133A341A007118523A216A0A681341A8857585065874216778387547938373455739248875416158798A009608A7571535104656336645420493510636A1134945A581177A4A00A76630819392757A134862017A129429346046591212321A168308925A720A423236085130507758706A326AA37031728798713A2592AA5A86864238A8A38A23523A390A290416135337555A7428A3438778249A311140AA03717695099436466496368755432613289455A1293222002A682879353943593961A7627373905AA13A7974711624196607256836A411820836A3497646493A20A79590458A734496402345970439018095341523804857A01944306159763717939184144332787074864A14725560A9447560304004251A83814A2534907796A3124102A5A481810424083472777484293612A28623A85245A91A059130A274A6420716991544A33315A56564646A9721199508660827469A68120A1311751609805064974624664813274554A6940655533A3613657AA446457050445393A92474859605A858509921903287A637834074365182950841983303177986156510184150087323097642183A1A434482553232A253075864438A2044AA529976254764A2365212066A59790200A1184180054A6984194A62090114429440606418255157870A68071844574923249A31349098762200630719129097A53309298A5540198A80845453931567296A0A713334A74229666039748520181605510A97A5898156207212296316043812339947011605A8833465748A824199A371A46A6A25537405280660359471776045A3508
pi         11     -1/2   2/7      -4.374453933750925    904     0.18560A3A726106314175380310686AA8870109377253A43457396422551090521A07AA06043696698693117659878511450814A51A38627499638A1496939552A313241006851131900013617312339A94A33244520A8A606A89693013930679293867283726975A3A3340882382562A76841055796887511310A420A7267481591910927125A50519164540910060661AA92448077A373A395206822686210759929029287476917269322739A969145236A4988026349481800393AA13746680542602111A4611922550452948855271166403801A803302A60951419718A5870002994A381427301217446484618815452080961AA6874947A2677739A6354598377723902330664622677A6788601584319A6506165402029789552933A262AA1A12487A1644923A1AAA6852498144113AA9014A7526A9911625311018A374920018042A4A509121563128288445068068393114151185675895A2556877184016A1A8626A71352A6765AA3159334355807962AA81A745A8874A445A827969422042616A08916AA966202098618177A859916583A342954856301203A71035060194117388AA633A1939737198671053184A8491616882221720308554414397A2976666666387977A3895421447169237725323935307A6A518A725505A1451595A5183770871036212026A2717A9036505062280216A5A1A0A20510A11714370748676536345468800320372A9472A23A323332401921601A65757A08A150413A672A72A34136A466514788328067680A2143A910657350A0958532931250556054560A07A393A306020344787A4550A5189A6A2A64A24102806380A7259940645248875437034946749815A1703819A3016771987918252739A397123744806687726A767317341445964081A71676241634842806501A079054A57976626A897828088284812923127A982748858881255070566261311AA71486746101441119656855A6132172474512950352AAA14696691961777868A234901882314409A2188756901A794A5794830073014577A674233A698168584653A2937599357A41047A615126227025A54985268A2130A830283811AA17895544AA15078436719590379196AA391A381A254848220A76035016441A16805321A63AA24451889212940545707491AA341378A09789045062553A205142453399AA72776227156088437076319440274207293950117138297A7A015082267636A9A07543817A8469A7845003460738218452955A3A018484186281821A4269067A655A8587A707A36548A1934885675A93911837AA95793130925548388609557648611427285435244374202628353543431A3127A00095697329728004575866A026244929162A0A3204274852058237131A3158A9AA4276260184135A2A709507026A698253072074012782627270317330503A1686697187A879867807AA129244879941A64359A4A7A06814573575689110977285A676A48014516A76970596084A491475A40A564918957748964A585A84838A4630474847834726756328379A00982A70AA252902A5972584309299693A5121804184718817A654281925958494180215A71
pi         11     -1/2   7/5      -0.9905493112176949   13      0.87634684A1573998A4A3074751A16878A4709727900A5902363627434852A23517583A82091297194937572013A840890A59056229A8A8797736634964A6916009859471412A77456778320493158817010A6A7323702110A0176038334840AA1953736A0362A071287446107084643621258472786A07A77420251482508A0310A0641308260712241177684A47107A543674121270041790235228846837450313A12A162321637A7158874938707AA15771A652279188A2A68351A677005AA8AA91A9214047A133237099300453809568043951A863727A112020181100A97133465455624653816A5AA707A4822140101366506536957333729801A378A569057145711325073726218705874563A848A05A09392320A88A909370516607104039A426479A528939210A2414304693667546838A591A0639AA7830A52311572100853001783A7260866503055A64A776346809A04A798774A93928A55856536514264464116317136424086644967A61768954875A83362351337362089A941967427030A596A10524AA910681A29288909678472121A2476438256192949281A7A8016325645660362562549483A68342A10719924771A83777A70A44A35A2596464927047A9790489936627A74249A38A118057171905995566023715A0320A0607757117172931814452075406905527828446317AAA37212678534459691388A264208790017A956A116A36AA81171759084831A1065309003936508A4959A695A170100435493753774438A9643334935A7A51890707875A75062649936087A0089A904573972753379663159A2A18895A31A12AA5028A0A58448247A967287A9240447A26A6608A81426914A70585A6867707541A66A970347738155231936347450A7116115846848A274979740711258102074860A0A24787124253012906354AA8067951131794A410156646571260A36585A197A981A36A7801724A213744465177A7A5A097763A792716AA6807305A9181804048603712AAA57693558188A71157530012055575A215A58A382520910808146884A431740706982A49029893371A495525594141748485A40920A458A67A958416A453623946158954821394315463454008183469460915075A373393A5799794741264062988904384089012388A542A9A328632141475394127604564641077017603362997519A55A249A7790A434318AA2A68A2791996426090728372186357946448919194395273A425702555193A9327484A0508724832424860847626A77132A666428169222138590592321A626228A8A6215A43762A78A468AA01203A30801335425977A473A26511164782A5578A0753A028920451172003513126091751162A836199887979A765696791837A7461AA87839698852640A265274706460A2300405117322442061173864748004A611616902607766500A06A932507840085979861A05859179697446A02959336A5421348117A88822A58769A66215A0670782848727A14208311704681741208955024426AA54236106696952756035023A327581819449468AA113626741433173A6372A84A940AAA2A4655470236819509970933168
pi         11     -1/2   5/8      -4.374453933750925    904     0.3973761896A64761702695960A31782345023A12348314685585164964A6679AA4165347019AA006A67A2583A9053431777131992962272599A49987253A57199483662220409356048A6372A481671A00538462246303914301886650180713832856A1800274896603A31292775AA69866993907A825366272078768A573547A47587925496417956236A32015368944102562572A2586915182421663A0A488513A20AA04846A558109037952535159A0093603A4965561797705A90945A37A772152594A4511A5616991214341737A8343354522934460A788371619538651621299740685929374786A03603947536387119A0A266672077A57999A114986003A71383A09A1344535787123342927119005314728767A684063653525936180A42743298A6302450A33A75A182720043A305112811704AA82688929A927399855931599884A0747469619896001485A3109339219118A989A5066181878873308A643685687767950128882731812184641759634AA79713946A38298766816929A4569729016186879395639344584A162885247456370055233087522828838955A5835273530A264711283772A7494064028A01128A336861241775654409426AAAAAAA4949598977771241A15371996891018A95026A58868A300543091A855031809A7250025A9264938103055869A3A9051890868562793092773671A035A5097AA627094603549A3979AA9786594A5929A933682184676908A79114291884240853A4314A072A7606505278446926546550676415495028169AA26A0398702582098988673A458A213A91502970A91955A6725934A94608949621233402A0575A21A02824115A76133702896A052422A96A897A48037940A113052146145A623622220988383051616989498A9362135A7395966284810A177684064A6404A87A2268334916139A077A096307475508304754241A91AA1092251703069A89A893527A6A4782610914214147280932728840A79312399A61672608486140448073405316283308A357A497A658391986505268A293581114528807439843491699387821979197585213994446A2157A951A9505795703633A529119515409A8A963463AA4A4820869154213976220758A6162A4459569115A932092621600061092035A63747422685606832A4954100379A585A54651A27665600A8878688110148AA2747243900809758019136AA6295877149914A01934A21A27998882626013554500A2893A5357340A9A8152A095AA76907994758532557719959160A8502AA0706A228312205247966427A288789A566277884563090A793081426252811786013308215332153411541601AA1583A39A43769235546A9423828A2A4121779A841039903190088272533351833565A084339A246A4167906142746A249A16939840350A284A6720864250819533026292319174282A8367712A52A912574982795920983404965889212967849830A702982A258802A6884418206969A179057085A57247236226A77218258190619274916120A18151A541654567A261958674143A05A7031A184A959363953A889A5A838827146440338784A7653
pi         11     -1/2   8/3      -3.3331516402756685   904     1.56055140519253719475916325836718730A0651886017255268826133640081A5A4A2150009169335233485AA7A1AA586A62597A85A32A905062661552A43517A84389420936839700113981A769352394507814491A315A19552248A2293A9465A71744899244138158746A935072088116102018503730A6516117897339A6860641A0417968061011614057889263A954101A24486386780943260A2862800207245776A888452524266352550950A8258A81593A1376513A667A28869A4182654912AA921A98986A3888381234A033A0831890116499931803922945A29AA376140211992A198390A46141599462A1446944A03383A873802395634A76A1AA452187271A4A1A122997610031284A6133A4A8A52392454249A57A882573935A33278080674848AAA773382108A2578A543571260749A2743368532952284A8503888AA5595A780167AA800048813205580A2331927356100658401384790910879701669A04131573860A436A615AA75930135A8674320913A95458137018A6207292422391067252641846A2528611637475983823106797A9837A7775A2A51163170998A6A75732669610A33339817556154836048322181062A972792032804986666664243998125799894680517155117AA268A3102605A414A68765876A8424181537375A3A1379623A088573053068A2715542676A613443649A8057472707011940252A108764068559731900007A514381615348AA95420602662A917735579182188256290236840A92014213520420619522A86082591097046837882905496812A37A1490660AA4455335242250241A893752235541954153768548844503A00A664A9AA8A270306A56684250390A34348A84A27113203A868391A479162813574595581A88133004400A39376412A918A1696700A5A20249A6292263720100176081670712672A8126509786A5A8463194700340606AA59212052AA1584604321054506A50083A2A523665A18A512861222A8636A0A8946A357884719504113538375A2000397992495560AAA269401A278261619740A14376358152400A5A0056626954268A586127146913997456002A4A57AA1266632A137A8282AA534A1A3128711A3386790321180866650105A6779090573443004505891508310A18727113A4591532609A5374A53135AA807564155708A78A5829A067901138364739A7822A246182A3A0A80520128479126A69974782A0963A01A1488A21465127662162569188884404A91554121A336531A8A2502047204526447730841A46326281247445A27A9091360935A83054AA40986544391142931A29022731043866059337A569A970343434174444922112171401906332195678494473525077AA2A7944496A84103436A328A52A4691154913779400769696275671166109A0843271A6526A0094A066AA40A69209449076A761A4A2809048077697347374961059425915A9048542A09917643752575121406451934A8535594823441516451122091A8215229A089046292363A7053642689740747454090830203930114361A3588986A421418A397391535916820A14719A36618A8254A6392269816
pi         11     -1/2   3/7      -4.374453933750925    904     0.2729145A539163A20802565A16474AA775016855A925A0A685589633821680788410A96360AA34491A2A180433761772121121A22A019401934024218A3032799A1A36156472174825557537AA18A595319A491123152490A52348457584646298574541553A358A044A6121356929450470708308A22021747146314A945712328271295193476228241261270090992AA836711064555A03230A133A193165892980429757048253A2A34003A8A27678AA47376593A73168100585A975569A10809358718469182892761243177279517996056585104A04491322083527A31A5559931A01209545732566971692767812311133854A20187099460559495268915605358034A0996933A064A077357870A29497637980585990788242A59939A984191764241183598554A1791912107205525775023A53817937A17027A001830026609A1A21273229474142166764664702A1762218184587889928475A816024985193A4A75244A0435447884A6528666339AA68501352201A11351408A308860937A41227A5534385869192680651892798704509881729457305A515A7635830725577AA3A5983035552919A707A271A718237A213332530467281076590999044444440209064578808766A7A2900537A358524664A47824A9276342122333478155A67515A931859499526525A9762093410324A34296986216972520AA6571A04253A68147655A30554531544359A34A49058287902A430309679776075A4544A99A61AA4699777076A410A046698765A81642AA769688724984737628362683696645859A09030511620A1276A22794A444974361596640114A9338609679177580AA5A731457367897A601294457A052920826924003A035190011664475A94A59AA25507668896112A524593623A71641097584108081A30904394A79069667697167428A19653695721877673820A6299391A1854A771A01370210718342A183491A3253701219875A79AA976A344828926061A24351802768A2106943277584802A631A3087145654576860A4563504A367A187142599855892A864616164922193895038A273723A2431A151459701185426232811A977661654528880562834AA02845684381716886A59052024108424662488495A991122778319860812A6572854507562413622612093825986220912503954A9603895229121655103A2866040086543032017A756990A640221133A03AA53965810126516A3A616755A691001327124328A04027170819412688463A26464983518764A6645427242851772A03530272700AA8862A1A129281702191328597191763A9726523665563039415252650A29A196400132A35498A9656130319A4039367298239969A3064017230868AA74844787A95464039358161A899A51320A594A49137A0A865601961393A95047AA4620597A19A3527652091A066654198367209308496533A1A640A1212AA85847817135A9734A04A1657677A5048A6333671A182158A06A297282330572341A318A71702469461571706A6A94583A415639569144A6A9924259A3353870A12993485A2188106271527680A426412838887186333392879
pi         11     -1/2   7/4      -3.3331516402756685   904     0.A9515850719921402073910392448542A306663430121858451789270510A0164944A51A931638A633467080177A51003A45897836A852711372798926230475667A0861799241015697680606745476013A5A6401885413984948749704A68179119187045099070810021360A57A9A543178634259917965258645A30929866943524392049070024214023486137212729242706005215857100823021929039A44371A5681A74507455388A2609A9A168A78100705001922A437A568834825825A805450599996846113383294739157327637A7A73617142580219683A93441581296A5853A1A321AA609A31AA9A5684455362673099141909457A1984985898A0161440363735A54A889A9297A523298A1662056812558038A060A2763405049753259976628A32694579A933034556685775773243521551493A38397435400A665576A4A6320A8263106A2262412430194160799541080760849724267264532557A6A23A3445257925528929A4A40291326752145016441917810153523838060394A10440658AA86901A73608286656A58A98245867AA2042233633347A7245751315298204504231335A4A576A916907960313524A141789483471A04652A88888872670332961823450A861475714A0707623074096AA3018A198681162096706A3490894A1829263950858966148A557949AAA18A988423982A1031755732526543002180987148745AA742076730A5A3A7135393855A345365760A15037448840054406193A13827580A81416071A720A5590642675108A5A89617654429298032992108939743823A197372283746799927630843A45004859A92908180578831733227657A180587350617A22A8406395250053887040A1A1383A617986563A61476A178578846106710A634159A12A91052116730426158039299035168AA735709143A4361A6846AA8543432119A9A74511811A745A6A020861817382853769A721993967A5160620550190934804A2187887A318992821686169A228506A1666556A8969947274772A1A30A9313737458550753A379063120A3303683418A760965973517A38787A1A65A948457845372248756722A35774564048176267402429500A2215862A387363A1A097622171399037987A62368285AA223830157557680A97407A6817A03948A706760152A796405767597236939242147306A69867542678546502A0705137A8765908A46277A717085288323235491064A259885969234A896105070638085A402587A378678879616922825347588281751861883AA77878358022274754679242A302A98425A466457143A873972037732641480420A417016394986288056420800437115A3876641A65217796827116A681592987774510225526A49312793251188106588A84945655A6097640027A8A420A253104560776A220303209682629435A89590977837A1167A51617A04993110031590A06A04952715A149A8275649A959782274708336A3505361717A92114888574924265640858260549529A408310366114870857740671A479006302A9971788379A96764A5190A78A8A68273758140330184790937A5362292
pi         11     -1/2   4/5      -2.0175304926193034   13      0.4A68270127173888291182742A588660442524160484499605204740433011360A64861599A170A54384325955463998376519513261A977126851A705A86881688022723A1775895444811906564AA400692458137175384172818481A639AA586210558051735700272669883268835A14958944A26777587492A27929989653735239679350A12A225A70128A382A78838A22862480892013613195863741333A107A56765A3692A401974384A361587A727692945266749231A8A85A3197936305937554A610819209A38002621523230253927805262A53901173069530886673789482A53062560314045A62908637A206919A9A2326668956174376763997A3A48854A91A5261A73403342636A9598981053844A6935152068814066721865412468A89148222122113A24973A0538AA54851337419A0AA916529296A325A00493317295457820221333481376128358620A4A7771911306A00448016936923A9A42085680A399A2A20220A7077672866AA65977983604550583599893873A109401844A242192A7936986274848199A2295890758A8A68847798A007531592A932519321006651A9514754322A167173825884590A616912A88441283430237375309746245190406851614245A43826A46640A42034079534920A3418121035127A38888953415572A6747039979313164104A463120A6AA1330410239A2198A9A28345164147008A0A283AA938889020490027382149994A068451A754A4554A571694A36285278442569939A35043834612A5050991902A603621253668141682620264224159352A22024A43273508118A5494449510601727927786A481469234114309219993087868760980192339098AA276A308804289AA3144A536827413772250717A549043112455867223015328274984211429722A2A9639519994477822A1386576A7553248526956A98436964A5877878A687761726127552725845761460268759A14530A3AA861A49815262618659665254947643A047AA50456A327800075000118A71918284777520678308A195A7188A1A3556329049566984112862A94A0870A595965A2059A733607786487244151A8541A3354747553880942041548310042389837135975266A076457138A55468667A3504A37A20363921991564728165190871115386AA66579A5238287A4349836408A8A4481144144521250973627A8674768A39A3036826320A73367A8584119A526A3861585A30096162A539381590126604A4594A87749832751561255013852478869128696519691911361A799360440288436460442362639022804639830933A7758A1152A072113176329898AA1016690260725949923393520A607201483588819245775323A13732145898AA976387097A9370593778A566898429633976A419140903541065274300291A098867A982906916898784A91A7A168024565110333372A23A573A4954A03713090827857781944918124138288103882947A657927090480724A547270751A16014093AA7876821A087077900336013903117894225A10831070515423A34A42299A4932938694749106310960547392077A097306
pi         11     -1/2   5        -3.3331516402756685   904     2.9037553500774552119AA2A475326A7527179397550303A20218175A7678982A60179541142A30507984920996395132661A34180A56A29322662132899712419506856652A686043557673164A19243039813568362287012134287712951A804021042901A454A842952A07A653A8012901886588A89685A255735A57135A4864523778A5A7027A057705351096A491A8190591314922A7082A80618693765417A9457A33514070198662779889581323068642965A8005280614396693357886260892966279470520169601502378905145A2870852347874072153998278155A1203A4A22808744730326428944966831942374988925568718222390612402981A8093723A5229617319745107A19360393043035987A0A46679589286529760A4141157621827754985342AA250319523789A992136A8A9A4481297A3921202831321416354443AA5414A401052352868487636935A152674852A33743342657716A20A36597970A043AA33299631370252A656A8801A8940580113589A1A8126310030611532A3788A068852321641604188443067103A8742634870004084A0372058A35927497418A0076318458A46A205308A05546A2498026507A1A690A0AAAAAA6595A3150666198044097241AA4681359971A07242A55203A1267491A7232972828701939797587982240230259963834662A205A78267A636924326367708A75A1693425A6259082AA07282967281298469A631395A6658769010734107A619961306353185447738A7123A797A37A7495700A5971AA202A4A0329131191A5715142939632545A9970721017973A037929285699346495A559744A213415346431AA7A913854A471205003388071A0095086492778A738A2386035033757656665714080238152014961598655A63838A2A860149874265A0A47676A36938469A0455714A92356836A625444A7602344A0804974A3867688212250295294858A880646A9486700600042A9683A3040A7878297922751929461524AA3249534A393160042655618660878208741277389A55086198902903954191115572018836A640774052185A9192240461189984997417A11266496906939809A72959A65369A6664A562A70A05A9055655525751616232A0A69139835679561400448675263767444069A2044A0416599A80278272236A37844A588040794372A39881055A4A442818605970519136A70A760A23620617063138564644A82143A95940A5AA270750489696134A7A28A09136A3A85A658194521939016241A2714791721A351504700296538847A870A850437527085A6741306266787825A009588A9927240A425A609436094A90A01414A412095926175A775AA4099078005515A96268290A829162336063AA28944583046083361149248406019764500A440486241A8910A2577501679256270875A39942196077337241001906961A169196991460AA7A2757104A35A824475A0A97161027812110149239217A41202A55000242764116237128427656A086262A91A364537A4571495742A0846A017A30984953A229400193438123443169A286689999452739083AA20371A2482577A6855
pi         11     -1/2   1/6      -4.374453933750925    904     0.10417978A6A98646338040109867873605006A0360596A84515A1986A57A62122040AA49A349566850364381075AA489A9410933A331370749287045659137863280A6064A4025375282902742804786375100535860899040893090A9636855445966A858895716A60105A6695797362676A769829514398AA797A4260670A27A935236144261121082904235195401855450829637952331949584A769124A8A3625718052812651590A52503658A9A41224760106483739292045AA53A820294A79A216206361A9604853A9197786143756021A20839275436002701A6616140A108556A481615471289A00A4547936903047927643A61A0A142A9A78619408A30363322569277563689456209780AA770A307486374A65844824695365A609AA57805600465381413A0994A41A29A889A645291080340944373309892988619A3747489A7520534A0555348A68084A386769099063993148A7A1697885A97497468763189623577258108237345662051A55645539443626A61A718085283AA7767063777890046384583A669101A00871173895057083195AAA1675A87A2A30839152896073465A5731A76A2A57894A10390380A0032A4A46A391404A89078469A266666664A6481977A133A9A0559049A6A469639550077A3899796680453A07443012178787A2AA43A24A6147452A38493AA52930A525A3150302513469A85A52876295829A5497466493A72736A9696A1383788390371A347998314318489052A72608842677A01A3646028A220856A5907907A47984886A15956273511232678145131978232771A3935550A722A70298622361A232429930A47997994603812379713496665548A2018A55A3111236558148509A20589876A569967A91A485A97A5357A0A751808A197848A648AA60A10A4347748395A0769342844824A98458014207738A9046256394346A5241A8875967936A9A0764418320727008A7075660314436286514617626484863731821A30847290913A787561A23964533304A2416A4385373898282AA1336545183489875077573A52184050821711851979855618207A0431A715A203A77049A062AA25866209655196901872A54994884707591756914A942202331955776A8A9393828A75A11A400399236971766063080976905A529027933591597551672036A596949452359321280618096145A96A43A59A0A280570703153692007417762A174009411339A1227687134A292682217308466635986683A95378A69565921569166577607034A3801444A7925A560296522A01977944454A8A212918337280972413768872378900A5436160778021443A7A389167594075285099921923795700842564906250221A73265444644A6A120707403033967900237343682434460838608532714194047A531114A04213419991155243200065493969213956A238146694569278081446A1189438025893559584542488A6799897542599944A73836300444A2307450389263716A6A7929015608A15657068A9558706372AA830A02A06116A0A8592128849078914217108993333A823630127894401024773297565296166633470382508047373
